"id","profileName","text","date","title","rating","images","helpful","Style"
"RZK337OXIWCJS","Whatever","
  Systems Admin, 13 years here. I bought this as a Christmas present for my son. Hook it up Christmas morning in his room, and the ROKU tells me to log into my wireless network so it can update. No problem, I get it online, it says there's an update, and that it needs to download it. It does, and then the screen goes black. I wait 45 mins in case it's a big one, but nothing. Power device off, Roku logo comes up, then black screen. Off to Google, and it looks like a 30 sec reset is needed. Do it once, it resets, same thing, dead. Do it twice, still dead. Power device off, hold for 30 secs, comes back up... still dead. Complete piece of garbage.
","Reviewed in the United States on December 27, 2019","Died during installation",1,"","1","Roku Express HD"
"R21LKU2G1CY3A5","Stephanie Perkins","
  Constantly getting error code 020. On screen guidance has you disconnect everything to reboot. Website has no better solution. Probably going to return it if I can’t get it resolved.
","Reviewed in the United States on October 15, 2019","Unreliable",1,"","13","Roku Express HD"
"R1S6YOD333XV6P","dig48109","
  Bought a Sony Bravia Smart TV back in 2013 which I could use for Netflix, Hulu, Spotify,  Amazon Prime, TED talks ....and a slew of other apps/channels. Fast forward to 2019 where only Netflix still works and I've received notifications from Hulu and Amazon that my Smart TV is no longer supported.  Back in 2013 I paid more than +$2000 for it.Enter the Roku Express HD  I bought for $29 on a Cyber Monday deal.  For almost 1/100th of the original TV it brings live back to my TV set.  I already had a Google Chromecast and still have that attached to my Sony.  But the Roku interface +  TV remote makes it much easier to use. Especially for guests like my elderly father, who probably isn't going to like fiddling with a smartphone to cast with Google Chromecast.  So that way the Roku is just easier and simpler to use.Points taken off for the following.a)  Plug for USB power does not provide 5V with 1Amp. Its less than that, but it is enough amps to drive the Roku Express HD, which needs very little power. The plug power rating is incorrectly stated on it.b) The iOS Roku app doesn't always work with a keyboard. This is useful when search for movies and entering passwords, which you're doing a lot in the beginning when signing up to  Netflix, Hulu, Amazon ,  YouTube.....etc. etc.They should fix the keyboard handoff to the smartphone Roku app. Using the Roku remote can be somewhat slow and tedious, so I found a work around.  The Roku app on iOS was inconsistent when it would work or not. The Roku physical remote being simpler always worked.Overall great product to give a 2nd life to an ageing and abandoned Sony smart TV.  I'm sure my smart TV isn't the only one out there.
","Reviewed in the United States on December 13, 2019","This product will become more useful over time as older SmartTVs become abandonware",4,"","1","Roku Express HD"
"RJ4PULZEDOIQI","G. Ewert","
  We are working at eliminating our satellite TV subscription.  We have a Roku Tv and I got an Amazon Fire stick for another tv.  It worked great but needed a couple more.  My daughter pointed to these because they were $21 on Prime Day.  I read some reviews about needing a credit card and account to set up. Almost didn’t buy, but in seeing those reviews debunked I did.  So glad I went through with it.  Extremely easy to set up.  Got one for my camper as well.  It asks for a card to have on account for future purchases but you can skip that without entering.  I forgot I had set up a free account with Roku when I got our TV.  It brought over my channels I like on the new setup.  Get the free remote app.  We love it.  I will say we have this experience on a small somewhat older TV.  We plugged the usb power cord into the usb on the tv and were experiencing our shows would seem to time out on YouTube TV.  We plugged it back into wall power and that stopped.
","Reviewed in the United States on October 17, 2020","Very easy to set up.  No you don’t need a credit card to set it up.",5,"","1","Roku Express HD"
"RMJPR6P71ZP2O","Brian","
  I bought the Roku for three reasons:1) I wanted streaming services on my TV2) I wanted to be able to search through all the services, at once.3) I wanted to broadcast my desktop computer to my TV, instead of having to mess around with multiple HDMI cables.As a streaming stick, the Roku works perfectly. Shudder, Hulu, Showtime, Boomerang, Amazon, IMDB, I got them all working without any issue.  Twitch, for whatever reason, was a bit more difficult; I had to download one of the ""third party"" Twitch apps. The remote works well, and I've also used my Smartphone as a remote without problem.As an aside, the smart phone app is very good. You can control the entire Roku from your phone, and can have the audio come out of your phone's speakers or headphones. This could be a potential workaround for wanting to watch TV with headphones on, if you don't have a TV that supports wireless headphones.Roku's search function supposedly searches through all the available streaming services, but I found it unreliable. Sometimes I would type in the name of a movie, and Roku would tell me it's on Tubi or a similar service. But sometimes I'd search for a movie, get no results, but then later find it on Tubi or elsewhere.  The ""JustWatch"" app on my smart phone still works better than the Roku search, for finding what is on which services.Wirelessly broadcasting from my computer to my TV was... mixed. It works well for movies, I notice no lag when I'm watching video files or youtube.  For video games, or even desktop browsing, the input lag makes most video games unplayable:  You'll move the mouse or joystick, and it'll move on the TV a whole second later.  I configured it for gaming, but still notice the problem.  Your mileage may vary.The Roku does most things well, but isn't perfect. If you just want to watch streaming services, you'll likely have no issues. But if you want some of the more advanced features, I say approach it cautiously.
","Reviewed in the United States on November 11, 2020","Works well, but some disappointments.",4,"","1","Roku Express HD"
"RTQFH514NGAPU","Maria M","
  I wish I could say I *LOVE* this Roku Express.  whenever we use it, EVERYTHING gets kicked off the internet. Before Roku Express was hooked up, I streamed movies, played online video game on my laptop, hubby played his game on a tablet and both our cell phones connected to wifi. NOW... only our ROKU can be connected to our wi-fi internet.  THE ONLY REASON we purchased the Roku Express - our 5 year old smart TV no longer can access Amazon Prime , (but can still access Hulu, Netflix, and Vudu) ............I can live with out Amazon Prime, but not my online games.
","Reviewed in the United States on November 7, 2019","Not good for us",1,"","1","Roku Express HD"
"R1RCNFHMU2JIBD","Longtime A’Zon Customer","
  We have one of these in another room (an upgrade from an older model) and installation  was a breeze.  Great picture  quality.  My only complaint is the remote .  It sucks.We just bought a second one for another room, also to replace an older model.  It will connect to our WiFi network, but not to the Internet.  We’ve rebooted our router. We have a WiFi extender in the room. We’ve unplugged the Roku device, plugged it back up repeatedly, and it still won’t connect to the Internet.  The only troubleshooting advice I could find online was “contact your ISP” with nothing on screen to enable us to do that.  This makes no sense.  I may try calling them anyway, but it’s completely illogical.We didn’t have to do this with the one we bought for the other room. It makes no sense that it’s a problem in a different room.At this point, I’m a big “thumbs down” on Roku devices.  And did I mention that the remote control devices suck?
","Reviewed in the United States on June 23, 2020","Connects to WiFi network but not to Internet",1,"","1","Roku Express HD"
"RDRS1IZ344JQ0","Holly K","
  I bought one of these devices for the simple reason of wanting to view Netflix and Amazon Prime on my television rather than being limited to my phone and Ipad.  I barely had it a few days before I was asking myself why I hadn't got one months, or years, earlier.  I had no idea of the existence of 'free' television services (Stirr, Pluto TV and more) that were available on this device in addition to those I had subscribed to.  It wasn't long after my first Roku purchase that I got 3 more Roku's for the other televisions in my home and ditched cable after 25+ years.  Between 'renting' our four cable boxes, paying for service, and paying a 8.95 a month FCC fee, our cable service through Spectrum was costing us about $160.00 a month. We no longer get local channels but can pick up one of our local news station broadcasts through a Stirr channel.  If you are not a big tv watcher at all or are the type who typically doesn't watch the newer shows on the big 3 channels (ABC, NBC, and CBS) then Roku in lieu of cable might be for you.  On another note, I'm the type that doesn't care at all for the Alexis/Google/voice command equipment, so if you can relate Roku is the standard, push button device that doesn't listen to you, though you can buy additional equipment to make it happen if that's the route you prefer.'
","Reviewed in the United States on May 13, 2020","Ditch Cable!",5,"","1","Roku Express HD"
"R2VLCLX1K51UB8","Jay Reed","
  Shame on me for letting this product sit around for a couple of months before I got around to installing it.  Decided to do this on Dec 6th, 2020 on a rainy day.  Instructions make it look easy.  And it was at first.....long story short, when going through the setup of the product you enter an e-mail address that sends you an activation link.  First time failed?  Second time was a success.  Went through the process and got the congratulations page.  Sitting on the TV was the page that simply showed my e-mail th link would be sent to and a * option that gave yo the option to reset the device.  Also, it stated the link would expire in 15 minutes.  Ok. Great.  I completed the process as stated above and finished out.........now what?  Page is still shown on the TV stating it would send me a link.  Do I turn it on and turn it off.  The * option, just gave me options to reset the deive to factory defaults or restart the device.  So, I cut it off vis the power button on the remote and upon starting back up it either goes back to the page showing a link will be sent or starts the process all over again.  It's stuck in a loop.  What's worse is the website sucks too.  Go to the roku support website and it asks for the category of support needed and then the model number and...........no continue button, no page refresh for that model, nothing.  Page just looks like it was not finished by the developers.  How could it suck this bad?  Oh, and if you finally find the Roku support number you get a recording saying they no longer offer phone support due to Covid-19.  They don't offer chat support either.  Looks like I will have to choose another product to cut the cord.  Obviously for Roku to be aorund as long as they have they have got to have some good products......or just nose dived and started sucking hard on Dec 5th 2020 or somewhere around that time frame.  Anyway, that is my experience.  Still going to try a few things.  I'll post if I make progress.
","Reviewed in the United States on December 6, 2020","The product, the website, and the support deserves 0 stars!",1,"","1","Roku Express HD"
"R2EKOS6F590SH","Dave K","
  Set-up directs you to a web site to complete account set-up by entering a code from screen. Web-site says code is locked and gives number to call. Call goes to third party, Hern IT, that charges $80 to initiate account which is against Roku's advertised policy. This is a scam and since it is built into device, I suspect Roku is in on it. Called Roku and was told they warn against thrid party scams. Then why does their set-up direct you to one?
","Reviewed in the United States on November 25, 2019","Watch Out for Built-in Scam!",1,"","1","Roku Express HD"
"RAAQNBI5HBRJ","Arnie","
  I bought 3 Rokus in the last 18 months. I was very happy until about a week ago when all 3 started ""hanging"" or buffering. Investigation revealed that all 3 think I have a poor internet connection coupled with a strong wireless signal. All my other devices cellphones exhibit strong fast internet with download speeds >55 Mbps. The Roku devices think it's about 1 MBPS. First time that I had to contact customer support and I discover there is none (just for billing issues). There are many Community complaints but no real solutions (and why should the Community spend countless hours experimenting with possible solutions). My one-star rating is probably generous!
","Reviewed in the United States on December 23, 2020","DON'T BUY: No Customer Support, Bad software",1,"","1","Roku Express HD"
"RKPAGCWI29L65","Minh N. Ho","
  I have read similar reviews here: during the installation, the roku.com website forced me to submit my payment information. Instead of giving my credit card info, I used PayPal, then it forced PayPal to create a charge. I did not approve the charge, then, the installation was locked out. I then repeated the process, this time instead of moving forward with payment, I hit the back button of the browser, then it let me finish the installation.I don't think this is a malware, but it is Roku's intention to force customers into giving them payment information.SO LAME!!!
","Reviewed in the United States on November 3, 2019","It forces me to create a paid account!",2,"","10","Roku Express HD"
"R3QD38ZLVZAR7J","littlebit","
  First of all let me say as far as the device, it's easy to set up, works great and seams a little faster than my older Roku Streaming sticks 3500, BUT IT ABSOLUTELY WILL NOT WORK WITH A 10 YEARSOLD VIZIO TV, THAT WORKED WITH MY ROKU STREAMING STICK.  I bought this Roku Express just to upgrade and to put my older streaming stick in guest bedroom.  But not matter what I did, after plugging in , correctly I might add, it would keep coming up on screen with no support. I researched Roku support community and it turns out many people were having this same problem. I did all of the troubleshooting that was suggested, checking cable tightness, plugged in my old one and changed from auto detect, to 1080  and 720 it made no difference. Since it is older and the TV itself doesn't have a way to manually upgrade firmware,  There was nothing else to do. I took  Roku Express,  in the spare bedroom, plugged it in and in literally seconds the setup screen was on and I had it setup in a couple of minutes.  Then I tried it on my Vizio again , same thing , no support error message on screen.  Then I unplugged it and put in on my Haier TV which is also older model, and it worked perfectly.  So if you have an older Vizio you might want to check and see if it's compatible. I couldn't find this information on the Roku site but it should be out there somewhere.  Anyway the device itself is really nice, quick setup on compatible TV, but did not work on older model Vizio.
","Reviewed in the United States on January 21, 2020","WON'T WORK WITH OLDER VIZIO TV, WORKS WITH SPECTRE AND HAIER TVS, STILL A NICE DEVICE.",4,"","1","Roku Express HD"
"R2NH6E8Z5RJKEC","Jim Montgomery","
  I received my Roku Express HD today and began setting it up. Following the instructions provided to the letter I began setting up a Roku account so I could activate my Roku. Part way through it asked for my credit card or PayPal information. Apparently, there is no way to activate the device without doing this. I am unwilling to do this just so I can use their product. I am returning it and getting another Firestick because a Firestick does not require a credit card to use it.
","Reviewed in the United States on February 19, 2020","Activation Fee?",1,"","1","Roku Express HD"
"R35KMQ4MTL0Y6Q","Papergate","
  The newly 'compact' remote is fine - but hard to figure out where things are by 'feel' - buttons too 'flat' can't distinguish between 'arrows' and ok - also, every 10-15 minutes just drops - no reason and you have to go all the way back to where you were - and you lose several minutes of show - have to figure out where you were 'resume' does not go back to when Roku dropped . . . very frustrating - primarily with Amazon Prime Video - maybe why there is no ""Prime Video"" button on the new remotes . . .  I like the 3 version better but I do like being able to 'stick' the Roku onto the TV keeping it in place.  Miss the older versions picking up remote signal from almost anywhere - not this newer one though you have to aim almost exactly . . . hard to do in the dark and the Roku 'light' is way to tiny and dim.  Though it is only $24 - you get what you pay for.
","Reviewed in the United States on May 17, 2020","Doesn't stay connected; keeps dropping in the middle of movies . . .",1,"","1","Roku Express HD"
"R151Q0VZ5GT7EI","Thomas W.","
  Would not show my WiFi network but showed everyone living around me. Since no Ethernet couldn’t connect.  Roku customer service was just a never ending circle of press this number for this problem which always took you into prerecorded messages.  Finally got a real person on line but could hardly understand him and obviously he was from a call center India.  Customer support for roku is barely above lousy
","Reviewed in the United States on October 18, 2019","Returned it",2,"","1","Roku Express HD"
"RCYA3WHCR0BQY","Daniel Bradford","
  I have used this 3 months.  I do not have a 4k TV.  Roku lets you install any app.I have an old Apple TV hooked up to my main TV.  It came with pre-loaded apps and does not allow you to update it.  So I bought this new Roku for that TV so I could watch Disney + and the new Formula 1 app only works on Roku devices.The ac/dc to USB adapter arrived broken.  Since I had another one, I did not return this.I like the interface on my old Roku 3.This one though begins playing video & sound of any show your cursor lands on after a few seconds as you scroll along looking to see what show you want to watch next.It cannot be turned off and is extremely annoying!So, unless I""m watching Disney+ or a new  app, I continue to use the old Apple TV device to stream things.Neither this one or the old one accepts a memory card.  The old one has to reload apps when you pick one.  Perhaps this one has enough memory built in, as I haven't noticed it doing that.THE REMOTE:The remote has four buttons, one for Netflix, Hulu,  Sling and Disney+I do not use these and think they are a waste of space.Besides those 4 buttons, there are twelve more.  Why is it that my Apple TV gets by with half as many?The old Roku remote had hard plastic, much more pronounced buttons.  This new one has a slight rubber texture and are very slim.  Also, they moved the OK button within the circular pattern of arrow keys.  I find these buttons harder to use in the dark.
","Reviewed in the United States on May 7, 2020","Hate that It plays Trailer every time cursor stops on a show",3,"","1","Roku Express HD"
"R8WDP73FPCGXN","Stefanie M Fuller","
  This is my 4th or 5 roku so I know what I am doing with them. Bought this one for Moms house and it has major problems. It restarts itself every few hours. The picture freezes every 3 or 4 minutes. Audio is out of sync, statisticy and distorted. I replaced the HDMI cable, restarted, multiple times, changed all the setting as I know some audio problems can be fixed that way but nothing helped. I hooked an older roku up and it worked flawlessly so I know for sure it is the new just bought roku. Contacted Amaaon about getting it replaced and had to spend 30 minutes arguing with support. Finally got them to replace when I said never mind I will just return it and buy 1 at walmart.No need of the lack of customer service and aggravation I had to go though to get a brand new item that is defective replaced. Will buy all rokus directly from roku like i used to do from now on.
","Reviewed in the United States on February 22, 2020","trash and dealing with amazon to get new one insanne",1,"","1","Roku Express HD"
"R3M1RR4VS15WZE","KANIZY","
  Best $30 ever spent.  Bought for my moms dumb tv.  She doesn’t end up needing it, so I was gonna return it.  But my not so smart tv been having issues connecting to WiFi so I decided to give Roku a shot.  Oh man, no issues.  What is Roku?  Basically a platform that hosts Streaming services like Disney +, ESPN, Hulu, prime, etc.  all on one user friendly interface.  Those require paid subscription but Roku has free streaming services.  Yes free.  Movies, shows, documentaries, weather, news...etc.  How does it work?  Connect Roku to tv via hdmi cable.  Plug adapter into outlet.  Make sure your tv on correct source/input.  Roku will power on.  Connect to your WiFi.  Register your free account.  That simple.  If u have existing subscription streaming services,  enter login information.  I’ve heard of Roku but glad I did my research.
","Reviewed in the United States on March 12, 2020","All u need platform",5,"","1","Roku Express HD"
"R2QEBSCGUQFP0","Todd A. Hamblin","
  I learned this today. If you already own a Roku and you're on a ""basic"" plan, whatever that is, if you buy another Roku before you can activate it you have to pay $100 for 3 years of premium service or $149 for a lifetime premium service. I am returning this and will buy a firestick.New Roku will fail to activate, telling you to call support.  When I called they said they would upgrade my account to premium.  When I asked if there was a charge, i was told the price.  When I said that I didn't want to do it, I was told that it was already done.  I was mad that I was tricked into extra charges.
","Reviewed in the United States on September 22, 2020","Hidden Roku Fee's",1,"","1","Roku Express HD"
"R11P31KOHL9YMY","J N.","
  I did miss that is was only 2.4Ghz and I assumed it was only 5ghz. That is on me.Figured it will be ok for streaming the kids' shows (mostly 720p or less, with some new movies at 1080p)...As I bought this for PLEX streaming (mostly).Now, I have to transcode and downgrade the quality of EVERY show that streams to this device, regardless of original content quality. 480p is really all it seems to handle. The strength and stability of the WIFI signal are great, and the PS4 (launch model) does fine at equal distance and with 1 additional wall to beam through.My PLEX machine is strong enough to direct stream 1080p and transcode, without a hiccup, to at least 4 other devices spread around a 3-story home.The server and router are not the issue.I wish I could return it and pay the difference on another Ultra model; that one kicks ass.
","Reviewed in the United States on December 6, 2019","Beware: 2.4GHz is not ""okay"" or ""acceptable"" for 1080p.",1,"","1","Roku Express HD"
"R2U391IEMZ045N","Beth","
  I bought this device to add to an older Sony Bravia TV that's attached to Xfinity. Setup was easy (I'm moderately tech-savvy), but it was all downhill from there. I got the Roku home screen, but it was very dark and colorless. I searched Google for a remedy: I had to go to anything streaming (any Netflix show, Sling, whatever), push the Options button, go to Picture Mode and adjust from there. Simple enough (though the Roku help site didn't tell me this); except it didn't work. Options gave me only two options, neither of which was helpful. I know more options should be available, because I have a Roku TV with lots of options. I called customer service, which told me that, because of the pandemic (it's June 2020), they have no live help. But I see from other reviews that they had no live help before the pandemic (Oct. 2019) either. I am sending this thing back, and am very disappointed in what I expected to be a great product.
","Reviewed in the United States on June 22, 2020","Bitterly disappointed.",1,"","1","Roku Express HD"
"R38W716P068HSY","illeagle45","
  I've read reviews saying, ""If you're being asked to pay an activation fee ... then you're in the wrong place!"" Also you will find on Roku's website that they do not charge an activation fee, and any site asking for payment is a scam. Yet, it is the Roku device itself saying to click the activation link sent to my email, and said activation link SENDS YOU DIRECLY TO A PAYMENT PAGE. (And clearly this activation link is part of the roku.com domain)I got it working without paying an activation fee by closing the Roku webpage that asks for your payment info. Then I reopened my browser and went to the Roku site and signed into the account that I just created from the initial part of the sign-up process. Back on my TV/Roku, I had the activation link re-sent to my email -- I clicked it again, and then THIS TIME, at the very bottom of the payment page, was a teeny-tiny 'Skip This' link. Clicked that, then I was finally able to proceed without paying.The whole ordeal is definitely shady & unethical. Because while Roku openly claims they do not charge an activation fee, they are clearly trying to trap unsuspecting customers into paying the fee. They clearly have no qualms about taking your unnecessary payment if you fall into their trap and are willing to just pay the ransome.Shady & disgusting business. On top of taking customers' money, I would be extremely concerned about Roku selling off any & all information that they have on you to anyone looking to buy customer data ...
","Reviewed in the United States on November 8, 2020","Roku: What a shady, unethical company",1,"","1","Roku Express HD"
"R4DL1LVTAB4S7","Natosha","
  Roku seems like a good idea but I have found no way to get the price of a channel before subscribing to it. I have not been able to find a channel subscription list with price anywhere on the net. I did find something that said add the channel to find out what it costs. I have done this with several channels and no price is listed. I went to the Help section on Roku and saw where a man’s bill was $1,500 and he was complaining he didnt understand the charges. This monthly Roku payment is charged directly to your credit card. Is it too much to ask the price before you decide to buy something? I will fiddle with this for awhile longer but will prob send it back. Cable has a set charge & you know what you’re buying & you get a bill for it....not just an unexplained Roku charge every month.
","Reviewed in the United States on September 28, 2020","You have to give a credit card to activate Roku",1,"","1","Roku Express HD"
"R3DCDMLEM39ZXV","Presley Buckner","
  Peace of junk.please don't buy this roku.i have to reset it every time I use it.and there is no customer support at all.
","Reviewed in the United States on October 16, 2019","Don't waste your money!!!!",1,"","1","Roku Express HD"
"R3PR6QJ4G4S7KP","ang","
  We purchased this for our son’s room for him to watch Disney+ and YouTube TV, as his older smart TV didn’t support those apps. I was disgusted and incredibly disappointed by the screen savers available and the content available on this device.  I was NOT able to filter and block pictures of naked women from the screensaver store on this.  We are trying to safeguard our home and the content allowed in it, yet this thing was loaded with mature images that I could not block.  This needs revamped and redone.  There is no need for filth on a Roku.
","Reviewed in the United States on August 30, 2020","Parents beware.",1,"","1","Roku Express HD"
"R3KU55HFC4M2E5","MsEngineer","
  Everything seemed great with the Roku until I went back to watching cable TV. Went to look at the info for a program and the Roku home screen popped up. I tried hiding the Roku receiver behind the DVR but that didn't make a difference. I had to unplug the Roku to stop the problem. This was a situation caused by two problems. Apparently the DVR and the Roku must run on the same frequency and because the HDMI cord provided with the Roku is only 24"" long there wasn't a choice on where else to put the receiver except right next to the DVR. I had to switch out the HDMI cord with a 72"" one so I could place the Roku receiver four feet away from the DVR. Now if I am careful and aim the DVR remote at the DVR it seems to work. I guess for cost reasons Roku has decided to provide an exceedingly short HDMI cable with the unit. Seems a bit cheap on their part to me.
","Reviewed in the United States on November 5, 2019","messes up my dvr remote",3,"","1","Roku Express HD"
"R1VC8Q3D8JXPHS","GMak","
  UPDATE AFTER 3 MONTHS OF USE: This has been nothing but trouble. We have to reset it (pull power cord) about once a day.  About once a week it says ""not connected to the internet"" - which is funny, because everything else in the house is and works fine.  Sometimes unplugging it for 30"" will work.  Sometimes you have to do it 4-5 times.  Sometimes we give up, come back a few hours later, and miraculously, it somehow ""found the internet"" and works just like it was supposed to all along, la-de-dah.  If it's during the day and that happens, our grandson just finds something else to do.  He now knows the phrase ""The internet isn't working today"" as that's what we tell him.  If, however, this BS occurs in the evening when we'd like to watch a movie, that's another story because ""a few hours later"" means we'll be in bed.Our old unit never had this problem.  Yes, it was slower and didn't have some cool features, BUT IT WORKED RELIABLY.  This new unit is UNRELIABLE.I still have my old unit and I will probably end up going back to using that.  I can't return this POS as it's outside the return window, but lesson learned.  If you buy this, or any deluxe Roku unit and have ANY new trouble, return it IMMEDIATELY, even after the first time.  It is telling you that this is going to be your life with this upgraded technology.ORIGINAL REVIEW: Inexpensive and money well spent to upgrade from an old one.... we noticed the difference right away: it's faster and has more convenience features built in. I only wish the remote lit up like those excellent Comcast remotes, but with the Roku app, I don't even use the remote (but don't toss it - you might need it when your wireless connection goes flaky and suddenly your phone and Roku can't recognize one another... then you need the remote!)
","Reviewed in the United States on August 17, 2020","URELIABLE technology upgrade.",1,"","1","Roku Express HD"
"RDKB2Y4XRVOWF","I Do Some Of My Shopping On Amazon","
  In order to use this device, you need to 1) set up an account and 2) provide credit card information.  If I had known that I never would have bought it.  Insidiously, it only asks for your credit card information *after* you've created an account; it's definitely not up-front about what information you need to provide *to begin using the device you already paid for*.Under normal circumstances I'd return it, but considering we're in the middle of a pandemic it's not worth a trip to the store where Amazon returns are accepted.  $21.00 wasted, and this device goes directly to the electronics recycling dump having been used 0 times.Never buy a Roku.UPDATE (several days later):  I created a new account, and at the point where it asks for credit card info (and there is no ""skip"" option evident), I clicked the ""do not sell my info"" link to take me out of the flow, to another page.  At that point I turned my Roku on, received an activation link via email and clicked on it.  From there I was taken back to a flow where the credit card page came up again, but this time it *did* have a ""skip"" option.  So I skipped it.At this point I can use the Roku without having provided a credit card, but you still shouldn't buy one.  There's no way of knowing when this workaround will stop working, and in any case getting the advertised ""plug it in, connect to the internet, and start streaming"" without an intervening ""enter your credit card details"" step shouldn't be like finding a hidden level in a video game.
","Reviewed in the United States on November 21, 2020","Roku account and credit card are required - do NOT buy a Roku",1,"","1","Roku Express HD"
"R11H59D1ITMC34","Trisha","
  This was a rough experience when I first went to set it up and of course, because we are in a pandemic I struggled with getting assistance. Roku has NO one to answer the phones to help at all and when I'd gotten home to set it up after work, it was too late to see if Amazon could help me out.It took me through the set up process 10+ times. I'd put in all the information just for it to go through the process to go back to send a code and go through it all over again. BUT once it finally took it has been great ever since. I've been using Chromecast for years, which is nice to cast from your 📱 BUT I have found the Roku to be more convenient as I don't have to rely on my phone's battery power to enjoy my favorite shows AND it's great to see that there are even more apps/channels that I can enjoy for free. It's definitely replaced one of my Chromecast and I am thinking about getting a couple more to replace the other Chromecast in the house. Just love it. I do have the option to use my Echo to run my Roku even though I don't have a voice remote but I haven't tried it out just yet
","Reviewed in the United States on December 26, 2020","Great streaming device",5,"","1","Roku Express HD"
"R1C6KM6M06V9G1","Crow King","
  I use three different levels of Roku devices in the house, this review is for the Express edition. As a Roku, it is fine. As an add on device, it has issues. First, the remote is IR (infrared), which means you have to have line of sight between the remote the receiver to work. If you have a busy TV area, be prepared to re-design it to allow for lack of RF in the remote. Second, the included HDMI cable is very short, maybe 18 inches. So.....Roku first requires you to position the receiver to be visible to the remote but Roku then requires you do so within 18 inches of your HDMI input on the back of your TV. Oh, the fun. If you don't have a 6' HDMI cable, get one (adds another 10 bucks to the cost). Thirdly, the power cable is short. I think most people at this point have TVs mounted on their walls and so route their cables in a raceway or through the wall. If that's you, buy a 3 or 6 foot extension because you'll need it.And the icing on the cake? The ""I heart Roku"" sticker of course. Swap the sticker for a longer HDMI cable when you ship an add on device with an IR remote.
","Reviewed in the United States on December 30, 2019","A few significant flaws",2,"","1","Roku Express HD"
"R303WA9BOTN00O","R B Miller","
  Ordered a Roku Express, and it worked well initially, but then failed and needed to be replaced.  That happens, so just unlucky, but thats where the real headaches begin.  You can't call Roku support during the pandemic.  Not sure why, but thats how they are operating.  They dont provide a quick and easy way to chat or email them from their support website, and they make it very difficult to contact them and to determine how to deal with a defective product.  Eventually, I logged in on the support site, and there we finally found a way to tell the about our defective unit.  They responded with an email saying they will replace it, shipping out a new one when they receive the defective one, but they dont include a shipping address.  The email contains a link to an article on their website which also doesnt provide a shipping address.  Followed up with another email to Roku, and they said they would forward our email to another department to get us a shipping address.  We are still going through this back and forth with them.  I havent seen such terrible product support in a very long time.  Its almost as if they are trying to make it as difficult as possible for you to deal with a defective product.  So, great product as long as you dont get a defect, then the support really is awful.
","Reviewed in the United States on August 11, 2020","Better hope you don't need to work with Roku support, its horrendous right now...",2,"","1","Roku Express HD"
"RTXBQB8SQJWKF","MD Wrench Thrower","
  I bought this for my mother to help her transition with cutting the cord. There was no way she would be able to remember what app had each of her shows etc. & she loves her shows, true to the stereotype of post menopausal women I suppose (p.s. I am female so I can say this...)My issue is it seems like the apps don't get updates enough or something. For some reason hulu has issues constantly. No problems with tubi, netflix, amazon, peacock - all of those work great. But dammit - hulu, I need you to keep her happy & roku always throws an error message every couple of minutes. When I watch hulu on my xbox one - no problems with errors. Idk if it's because this is the least expensive roku or if it is all roku devices.I got her the little one for 2 reasons : 1. for someone who isn't used to these kinds of things/technology interfaces etc. it made sense to go with a simple one. 2. if she just couldn't figure it out, I didn't want to have bought a feature rich, expensive one that would ultimately end up in a box in the back of the closet. : she still has me searching for her favorite shows & if I'm there she loves having me start the shows for her - despite that she clearly does it on her own when I am not there. Who knows, maybe she fumbles through finding them by herself & doesn't want to feel embarrassed or have me see that & feel like I made a mistake by getting rid of her astronomical cable bill. (which I wouldn't, I would just spend more time going over it again with her a few times to help her learn, because I'm a good child.)Either way, it's working - she's dealing. & she's saving $130 a month at least.
","Reviewed in the United States on August 6, 2020","It's pretty good for what it is!",4,"","1","Roku Express HD"
"R183B386LJ61XR","JOeMayeMarJus","
  We have a Firestick and this Roku . The build quality on the Roku is Much worseUser Interface on the Firestick is much better and more efficient to use.I fear this will not last very long.I couldn't get the Basic ROKU TVNo Prime.Spend a few dollars extra and buy a firestick !This from ROKU Support todayCS/CH-Vineeth Kumaran, Jul 8, 2020, 7:52 AM PDT:Hello Joe,The Roku has not officially launched in the Dominican Republic yet. Roku offers official channels stores only in the UK, USA region.Channel availability varies from region to region, as determined by each channel provider themselves. Some channels/services will not be available in all locations on the Roku platform. In some cases, these services may be available in your location on another platform or on other devices, but not necessarily on Roku if the channel provider has not chosen to make their channel available in that location. For any additional questions regarding a specific channel's availability on Roku, you'll want to contact that channel/service provider directly and share your interest in seeing them on the Roku platform in your region.Thank you for choosing Roku.Regards,VineethRoku Customer Support
","Reviewed in the United States on July 8, 2020","It is useless to me, Cannot even get Prime.",1,"","1","Roku Express HD"
